"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 11:12:34 CST 2022","Fri Nov 25 11:12:34 CST 2022","140","","test_api_all","","","","record服务_剩余存储少于100M返回不允许返回录制文件","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认讨论-自定义无316579","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:44 CST 2022","Fri Nov 25 11:10:44 CST 2022","162","","test_api_all","","","","历史会议查询","请求方法是 GET，请求url是 /api/meeting/logs?searchType=0&page=2&size=10,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:33 CST 2022","Fri Nov 25 11:12:33 CST 2022","153","","test_api_all","","","","record服务_存储不足","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:36 CST 2022","Fri Nov 25 11:10:37 CST 2022","649","","test_api_all","","","","全量查询会议授权信息，查询成功","请求方法是 GET，请求url是 /api/meetings/335237/authorizations/all,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","1","","test_api_all","","","","GetRoomModeSettings2，默认讨论-会控316581","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:22 CST 2022","Fri Nov 25 11:10:22 CST 2022","556","","test_api_all","","","","登录dal服务器，从log获取验证坐标点接口所需的data","请求方法是 None，请求url是 None,请求头是 {}"
"passed","Fri Nov 25 11:11:03 CST 2022","Fri Nov 25 11:11:03 CST 2022","167","","test_api_all","","","","名称字符包含特殊字符，导入失败","请求方法是 POST，请求url是 /api/customer/import,请求头是 {""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:44 CST 2022","Fri Nov 25 11:10:45 CST 2022","217","","test_api_all","","","","会议概要信息-首页展示","请求方法是 GET，请求url是 /api/meeting/summary,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:43 CST 2022","Fri Nov 25 11:10:43 CST 2022","153","","test_api_all","","","","查询授权未入会用户","请求方法是 GET，请求url是 /api/meetings/onlines/317823/surplus,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:50 CST 2022","Fri Nov 25 11:10:51 CST 2022","158","","test_api_all","","","","添加无效身份，添加失败","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:14 CST 2022","Fri Nov 25 11:10:14 CST 2022","137","","test_api_all","","","","父部门ID不属于本企业，新增部门失败","请求方法是 POST，请求url是 /api/customer/departments,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:32 CST 2022","Fri Nov 25 11:10:33 CST 2022","167","","test_api_all","","","","会议室详细信息","请求方法是 GET，请求url是 /api/meetings/335239/details,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:48 CST 2022","Fri Nov 25 11:10:49 CST 2022","178","","test_api_all","","","","预置数据：查询部门信息，获取部门id","请求方法是 GET，请求url是 /api/customer/departments,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:41 CST 2022","Fri Nov 25 11:10:41 CST 2022","147","","test_api_all","","","","获取录制配置，自定义时间录制","请求方法是 GET，请求url是 /api/meeting/record/config,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:53 CST 2022","Fri Nov 25 11:10:53 CST 2022","160","","test_api_all","","","","邮箱为空，添加失败","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:27 CST 2022","Fri Nov 25 11:12:27 CST 2022","124","","test_api_all","","","","jsonvalue为非json格式字符串，修改失败","请求方法是 PUT，请求url是 /security/meeting/data/${id1},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:35 CST 2022","Fri Nov 25 11:10:35 CST 2022","138","","test_api_all","","","","排序为空，提示正确","请求方法是 PUT，请求url是 /api/meetings/335239/authorizations/batchSort,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:10 CST 2022","Fri Nov 25 11:10:11 CST 2022","510","","test_api_all","","","","登录dal服务器，从log获取验证验证码接口所需的code","请求方法是 None，请求url是 None,请求头是 {}"
"passed","Fri Nov 25 11:10:43 CST 2022","Fri Nov 25 11:10:43 CST 2022","151","","test_api_all","","","","查询会议室名称，查询成功","请求方法是 GET，请求url是 /api/meetings/onlines?roomName=py,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:24 CST 2022","Fri Nov 25 11:10:24 CST 2022","537","","test_api_all","","","","登录dal服务器，从log获取验证坐标点接口所需的data","请求方法是 None，请求url是 None,请求头是 {}"
"skipped","Fri Nov 25 11:12:28 CST 2022","Fri Nov 25 11:12:28 CST 2022","8","","test_api_all","","","","VerifyRoomUser2服务","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认讨论-会控316563","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:14 CST 2022","Fri Nov 25 11:10:14 CST 2022","130","","test_api_all","","","","部门名称为空，新增部门失败","请求方法是 POST，请求url是 /api/customer/departments,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:41 CST 2022","Fri Nov 25 11:10:42 CST 2022","179","","test_api_all","","","","修改录制配置为开启录制","请求方法是 PUT，请求url是 /api/meeting/record/config,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:34 CST 2022","Fri Nov 25 11:10:34 CST 2022","139","","test_api_all","","","","查询会议授权的管理员信息，查询成功","请求方法是 GET，请求url是 /api/meetings/335239/authorizations?id=335239&userRight=1&page=1&size=10,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:45 CST 2022","Fri Nov 25 11:10:45 CST 2022","146","","test_api_all","","","","修改终端名称，修改成功","请求方法是 PATCH，请求url是 /api/v1/terminal,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:28 CST 2022","Fri Nov 25 11:12:28 CST 2022","0","","test_api_all","","","","VerifyRoomUser3服务注册用户","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:29 CST 2022","Fri Nov 25 11:10:30 CST 2022","160","","test_api_all","","","","启用管理员密码，管理员密码为空，新增失败","请求方法是 POST，请求url是 /api/meetings,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认培训-新预约培训316323","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:12:31 CST 2022","Fri Nov 25 11:12:31 CST 2022","143","","test_api_all","","","","record服务","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:12:01 CST 2022","Fri Nov 25 11:12:01 CST 2022","143","","test_api_all","","","","预置数据：查询新增的部门id","请求方法是 GET，请求url是 /api/customer/departments,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:29 CST 2022","Fri Nov 25 11:12:29 CST 2022","152","","test_api_all","","","","GetRoomModeSettings2，历史自定义全316235","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:10:13 CST 2022","Fri Nov 25 11:10:13 CST 2022","1","","test_api_all","","","","2",""
"passed","Fri Nov 25 11:10:44 CST 2022","Fri Nov 25 11:10:44 CST 2022","156","","test_api_all","","","","编辑个人会议室，编辑成功","请求方法是 PUT，请求url是 /api/meeting/personal/${roomid},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:57 CST 2022","Fri Nov 25 11:10:57 CST 2022","155","","test_api_all","","","","修改为不存在的部门，修改失败","请求方法是 PUT，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:21 CST 2022","Fri Nov 25 11:10:21 CST 2022","160","","test_api_all","","","","修改昵称合法字符，修改成功","请求方法是 PATCH，请求url是 /api/v1/users/profile/name,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:27 CST 2022","Fri Nov 25 11:10:27 CST 2022","0","","test_api_all","","","","3",""
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认讨论-自定义聊天316573","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:10:18 CST 2022","Fri Nov 25 11:10:18 CST 2022","0","","test_api_all","","","","3",""
"passed","Fri Nov 25 11:10:45 CST 2022","Fri Nov 25 11:10:45 CST 2022","178","","test_api_all","","","","修改所属部门，修改成功","请求方法是 PATCH，请求url是 /api/v1/terminal,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:35 CST 2022","Fri Nov 25 11:10:35 CST 2022","0","","test_api_all","","","","权限为空，提示正确","请求方法是 PUT，请求url是 /api/meetings/335239/authorizations/batchSort,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:57 CST 2022","Fri Nov 25 11:10:57 CST 2022","174","","test_api_all","","","","修改为根部门的部门管理员，修改失败","请求方法是 PUT，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:23 CST 2022","Fri Nov 25 11:10:23 CST 2022","231","","test_api_all","","","","验证坐标点","请求方法是 POST，请求url是 /open/image/verification,请求头是 {""content-type"":""application/json""}"
"skipped","Fri Nov 25 11:12:31 CST 2022","Fri Nov 25 11:12:31 CST 2022","1","","test_api_all","","","","GetRoomCurDevIDAsync服务","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:16 CST 2022","Fri Nov 25 11:10:16 CST 2022","142","","test_api_all","","","","父部门ID不属于本企业，修改失败","请求方法是 PUT，请求url是 /api/customer/departments/${editdepartment1},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:28 CST 2022","Fri Nov 25 11:12:28 CST 2022","0","","test_api_all","","","","UpdateRoomRouteInfo服务","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:12:32 CST 2022","Fri Nov 25 11:12:32 CST 2022","125","","test_api_all","","","","record服务_切片时长120分钟，关闭录制时间设置120分钟","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:01 CST 2022","Fri Nov 25 11:10:01 CST 2022","805","","test_api_all","","","","删除海外手机的数据","数据库连接信息：ssh_address 120.24.43.28，host 127.0.0.1"
"skipped","Fri Nov 25 11:12:26 CST 2022","Fri Nov 25 11:12:26 CST 2022","0","","test_api_all","","","","查询其他企业会议室的快速签到数据","请求方法是 GET，请求url是 /security/meeting/data?type=1&roomId=317753,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:51 CST 2022","Fri Nov 25 11:10:51 CST 2022","143","","test_api_all","","","","身份为空，添加失败","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:32 CST 2022","Fri Nov 25 11:12:32 CST 2022","153","","test_api_all","","","","record服务_切片时长30分钟，关闭录制时间设置10分钟","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:19 CST 2022","Fri Nov 25 11:10:20 CST 2022","278","","test_api_all","","","","获取验证图片，获取id","请求方法是 GET，请求url是 /open/image/verification?data=testtestpy22@hst.com&type=rebind,请求头是 {""content-type"":""application/x-www-form-urlencoded""}"
"skipped","Fri Nov 25 11:12:28 CST 2022","Fri Nov 25 11:12:28 CST 2022","0","","test_api_all","","","","VerifyRoomUser服务
unameType:0 匿名用户
1 注册用户,匿名用户不需要密码","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:59 CST 2022","Fri Nov 25 11:10:59 CST 2022","193","","test_api_all","","","","状态为停用，修改成功","请求方法是 PUT，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:12 CST 2022","Fri Nov 25 11:10:13 CST 2022","132","","test_api_all","","","","验证重置密码的验证码","请求方法是 GET，请求url是 /open/verification/${ID20}?code=${code20},请求头是 {}"
"passed","Fri Nov 25 11:12:27 CST 2022","Fri Nov 25 11:12:27 CST 2022","133","","test_api_all","","","","roomid为空，修改失败","请求方法是 PUT，请求url是 /security/meeting/data/${id1},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:11 CST 2022","Fri Nov 25 11:10:11 CST 2022","285","","test_api_all","","","","获取验证图片，获取id","请求方法是 GET，请求url是 /open/image/verification?data=%2B8618777777777&type=reset_password,请求头是 {""content-type"":""application/x-www-form-urlencoded""}"
"passed","Fri Nov 25 11:12:26 CST 2022","Fri Nov 25 11:12:27 CST 2022","177","","test_api_all","","","","修改会议室快速签到的数据","请求方法是 PUT，请求url是 /security/meeting/data/${id1},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:33 CST 2022","Fri Nov 25 11:10:33 CST 2022","143","","test_api_all","","","","更新邀请码为7天，更新成功","请求方法是 PUT，请求url是 /api/meetings/317929/invitation,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:13 CST 2022","Fri Nov 25 11:10:13 CST 2022","171","","test_api_all","","","","注销海外手机号用户","请求方法是 DELETE，请求url是 /api/v1/customer,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token4}""}"
"passed","Fri Nov 25 11:10:56 CST 2022","Fri Nov 25 11:10:57 CST 2022","191","","test_api_all","","","","区号为空，修改成功","请求方法是 PUT，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:50 CST 2022","Fri Nov 25 11:10:50 CST 2022","149","","test_api_all","","","","添加企业管理员，添加失败","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:34 CST 2022","Fri Nov 25 11:10:34 CST 2022","128","","test_api_all","","","","查询会议授权的参会人信息，查询成功","请求方法是 GET，请求url是 /api/meetings/335239/authorizations?id=335239&userRight=0&page=1&size=10,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:25 CST 2022","Fri Nov 25 11:10:26 CST 2022","599","","test_api_all","","","","重置密码，获取验证图片","请求方法是 GET，请求url是 /open/image/verification?data=%2B8613654222210&type=reset_password,请求头是 {""content-type"":""application/x-www-form-urlencoded""}"
"passed","Fri Nov 25 11:12:29 CST 2022","Fri Nov 25 11:12:30 CST 2022","152","","test_api_all","","","","GetRoomModeSettings2，自定义-远程音频 316245","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:52 CST 2022","Fri Nov 25 11:10:52 CST 2022","186","","test_api_all","","","","密码为空，添加成功","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:27 CST 2022","Fri Nov 25 11:10:27 CST 2022","133","","test_api_all","","","","会议名称大于64位，新增失败","请求方法是 POST，请求url是 /api/meetings,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:19 CST 2022","Fri Nov 25 11:10:19 CST 2022","179","","test_api_all","","","","修改合法手机号，修改成功","请求方法是 PATCH，请求url是 /api/v1/users/profile/mobile,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:46 CST 2022","Fri Nov 25 11:10:47 CST 2022","858","","test_api_all","","","","终端增值产品下单","请求方法是 POST，请求url是 /crm/order,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${crm_token}""}"
"passed","Fri Nov 25 11:10:54 CST 2022","Fri Nov 25 11:10:54 CST 2022","139","","test_api_all","","","","名称查询用户","请求方法是 GET，请求url是 /api/customer/users?searchType=1&searchValue=test海外手机号,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:57 CST 2022","Fri Nov 25 11:10:58 CST 2022","142","","test_api_all","","","","类型为空，修改失败","请求方法是 PUT，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:44 CST 2022","Fri Nov 25 11:10:44 CST 2022","1","","test_api_all","","","","关闭会议室成功","请求方法是 DELETE，请求url是 /api/meetings/onlines/317823,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:55 CST 2022","Fri Nov 25 11:10:56 CST 2022","153","","test_api_all","","","","密码为空，修改失败","请求方法是 PATCH，请求url是 /api/customer/users/password,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:36 CST 2022","Fri Nov 25 11:10:36 CST 2022","190","","test_api_all","","","","授权为参会人","请求方法是 POST，请求url是 /api/meetings/335239/authorizations,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:16 CST 2022","Fri Nov 25 11:10:16 CST 2022","1","","test_api_all","","","","3",""
"passed","Fri Nov 25 11:12:27 CST 2022","Fri Nov 25 11:12:27 CST 2022","143","","test_api_all","","","","type为无效类型，修改失败","请求方法是 PUT，请求url是 /security/meeting/data/${id1},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:25 CST 2022","Fri Nov 25 11:12:26 CST 2022","481","","test_api_all","","","","jsonvalue为非json格式字符串，新增失败","请求方法是 POST，请求url是 /security/meeting/data,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:28 CST 2022","Fri Nov 25 11:12:28 CST 2022","0","","test_api_all","","","","删除其他企业的会议数据，删除失败","请求方法是 DELETE，请求url是 /security/meeting/data/${id2},请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:24 CST 2022","Fri Nov 25 11:12:25 CST 2022","192","","test_api_all","","","","新增本地轮巡数据，新增成功","请求方法是 POST，请求url是 /security/meeting/data,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:44 CST 2022","Fri Nov 25 11:10:44 CST 2022","0","","test_api_all","","","","2",""
"passed","Fri Nov 25 11:10:42 CST 2022","Fri Nov 25 11:10:42 CST 2022","138","","test_api_all","","","","获取录制配置，开启录制","请求方法是 GET，请求url是 /api/meeting/record/config,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:47 CST 2022","Fri Nov 25 11:10:47 CST 2022","137","","test_api_all","","","","获取终端续费产品列表","请求方法是 GET，请求url是 /api/v1/terminal/product/pages,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:28 CST 2022","Fri Nov 25 11:12:28 CST 2022","0","","test_api_all","","","","3",""
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认培训-新即时培训316323","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:03 CST 2022","Fri Nov 25 11:10:04 CST 2022","1367","","test_api_all","","","","注册大陆手机号，注册成功","请求方法是 POST，请求url是 /open/customer,请求头是 {""content-type"":""application/json""}"
"passed","Fri Nov 25 11:10:49 CST 2022","Fri Nov 25 11:10:49 CST 2022","199","","test_api_all","","","","手机号类型用户，添加成功","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:31 CST 2022","Fri Nov 25 11:10:31 CST 2022","138","","test_api_all","","","","查询会议名称，查询成功","请求方法是 GET，请求url是 /api/meetings?searchType=1&searchValue=py,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:25 CST 2022","Fri Nov 25 11:12:25 CST 2022","1","","test_api_all","","","","type为无效类型，新增失败","请求方法是 POST，请求url是 /security/meeting/data,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:50 CST 2022","Fri Nov 25 11:10:50 CST 2022","162","","test_api_all","","","","根部门添加部门管理员，添加失败","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:19 CST 2022","Fri Nov 25 11:10:19 CST 2022","174","","test_api_all","","","","修改合法手机号，修改成功","请求方法是 PATCH，请求url是 /api/v1/users/profile/mobile,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","4","","test_api_all","","","","GetRoomModeSettings2，默认培训-历史自定义全 316269","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:52 CST 2022","Fri Nov 25 11:10:52 CST 2022","148","","test_api_all","","","","无效状态，用户添加失败","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:13 CST 2022","Fri Nov 25 11:10:13 CST 2022","0","","test_api_all","","","","查询客户","请求方法是 GET，请求url是 /api/customer/users,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token0}""}"
"passed","Fri Nov 25 11:12:26 CST 2022","Fri Nov 25 11:12:26 CST 2022","144","","test_api_all","","","","修改会议室本地轮巡的数据","请求方法是 PUT，请求url是 /security/meeting/data/${id0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:16 CST 2022","Fri Nov 25 11:10:16 CST 2022","165","","test_api_all","","","","父部门ID为空，修改失败","请求方法是 PUT，请求url是 /api/customer/departments/${editdepartment1},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:26 CST 2022","Fri Nov 25 11:12:26 CST 2022","121","","test_api_all","","","","查询会议室快速签到的数据","请求方法是 GET，请求url是 /security/meeting/data?type=1&roomId=317811,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:34 CST 2022","Fri Nov 25 11:12:34 CST 2022","11","","test_api_all","","","","登录dal机器，获取短信验证码、图形验证码","请求方法是 None，请求url是 ',请求头是 {}"
